name,tags,def,alias,source,last_updated
Per User Pricing — Azure,azure,An Azure pricing model billed per named user per month or year. Supports mid-term quantity updates and optional metered overage billing above committed seat count.,Related: Price Model; Included Quantity — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/plan-saas-offer,2026-05-14
Plan — Azure,azure; offers,A specific pricing tier or configuration within an Azure Marketplace Offer. A single offer can have multiple plans with different pricing or audiences. Private plans are visible only to designated customers.,Related: Private Offer; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/plan-saas-offer,2026-05-14
Private Offer Success Team (POST) — AWS,aws,AWS's dedicated support team for sellers with questions or issues related to private offer creation; buyer errors; and CPPO transactions. Contactable via the AWS Marketplace support form.,Related: Private Offer; Channel Partner Private Offer (CPPO) — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/private-offers-overview.html,2026-08-03
Private Offer,suger; aws; azure; gcp; offers,A customized; non-public offer extended directly to a specific buyer with negotiated pricing; custom terms; payment schedule; or EULA. Must be based on a public listing.,Related: Offer; Agreement-Based Offer (ABO) — AWS; Multiparty Private Offer (MPO) — Azure,https://docs.aws.amazon.com/marketplace/latest/userguide/private-offers-overview.html,2026-05-14
Private Plan — Azure,azure; offers,A plan within an Azure offer visible only to designated customers (by tenant ID). Distinct from a private offer — a private plan is a listing-level construct; a private offer is a deal-level; time-bound transaction.,Suger equivalent: Private Plan — Suger | Related: Plan — Azure; Private Offer,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/create-new-saas-offer-plans,2026-07-10
Private Plan — Suger,suger; azure; offers,Suger's workflow for adding and managing Azure private plans — supplementary pricing tiers attached to an already-published Azure SaaS product; visible only to specific Azure AD tenant IDs. From the product detail page; sellers select Add Private Plan and provide a Plan ID; display name; description; one or more billing terms; and at least one restricted tenant ID; Azure publishes the plan asynchronously; which can take several hours. Once published; Azure locks the price — Suger's Manage Private Plans view lets sellers stop or restore distribution; but not edit pricing.,Azure equivalent: Private Plan — Azure | Related: Private Offer,https://doc.suger.io/azure-marketplace/private-plan/,2026-07-10
Procurement API — GCP,gcp,Google Cloud's API that ISVs (producers) use to approve/reject entitlement requests; manage subscription lifecycle events; and validate buyer account status on GCP Marketplace.,Related: GCP Marketplace — GCP; Producer Portal — GCP,https://docs.cloud.google.com/marketplace/docs/partners/integrated-saas/backend-integration,2026-08-03
Product,suger; general,Suger's top-level entity for a software product or service listed on a marketplace. All Offers and Entitlements link to a Product.,AWS: Product Code | Azure: Offer Id | GCP: Product Id,https://doc.suger.io/get-started/,2026-08-03
Product Code — AWS,aws,The unique identifier for a product listed on AWS Marketplace. Used in API calls; entitlement lookups; and metering. Retrieved from the AWS Marketplace Management Portal's Products page under Product Summary — not to be confused with the listing's Product ID or its UUID-formatted product ID; which are different values commonly mistaken for the product code. The Suger equivalent is Product External ID.,Related: Amazon Machine Image (AMI) — AWS; AWS Marketplace Catalog API — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/ami-products.html,2026-07-14
Pub/Sub — GCP,gcp,Google Cloud's messaging service used to receive entitlement lifecycle events (creation; activation; cancellation) from GCP Marketplace. ISVs must subscribe to a Pub/Sub topic as part of technical integration.,Related: Procurement API — GCP; Service Account — GCP; GCP Marketplace — GCP,https://docs.cloud.google.com/marketplace/docs/partners/integrated-saas/backend-integration,2026-08-03
Role-Based Access Control (RBAC),suger; general,A permission model controlling what each user can see and do within Suger. Enables different access levels for sales; finance; and engineering within the same Organization.,Related: Organization; Suger Console,https://doc.suger.io/get-started/,2026-05-14
Referral,cosell; suger,A shared sales opportunity in a co-sell workflow. Can be outbound (ISV shares with cloud partner) or inbound (cloud partner shares with ISV). Managed in Suger with status tracking and CRM sync.,Related: Inbound Referral; Outbound Referral; Co-sell,https://doc.suger.io/cosell/,2026-08-03
Resale Authorization — AWS,aws; cosell; offers; channel,An ISV-created permission on AWS Marketplace that allows a specific channel partner to create CPPOs for a given product. Also called a 'Selling Authorization' in the AMMP UI. Can be single-use or multi-use; with or without an expiry date.,Also called: Selling Authorization — AWS | Related: Channel Partner Private Offer (CPPO) — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/channel-partner-offers.html,2026-08-03
Resale Authorization — Suger,suger; cosell; offers; channel,The Suger Console workflow (New Resale Authorization) that lets ISVs grant a specific channel partner permission to resell their product — creating an AWS CPPO or an Azure Multiparty Private Offer depending on the target marketplace. Sellers configure the reseller account; eligible buyers; and commit amount from a single form; the Suger Salesforce App exposes the same action as Create Reseller Authorization directly from an opportunity.,AWS equivalent: Resale Authorization — AWS | Related: Channel Partner Private Offer (CPPO) — AWS; Multiparty Private Offer (MPO) — Azure,https://doc.suger.io/aws-marketplace/cppo/,2026-07-10
Reseller Program — GCP,gcp; cosell,Google Cloud Marketplace's channel program allowing authorized partners to resell ISV products via MCPO/RPOP; create private offers for customers; and leverage CUD committed spend. Partners manage orders via the Partner Sales Console.,Related: Marketplace Channel Private Offer (MCPO) — GCP; Reseller Private Offer Plan (RPOP) — GCP; Partner Sales Console — GCP; Committed Use Discount (CUD) — GCP,https://docs.cloud.google.com/marketplace/docs/partners/resellers/resell,2026-08-03
Software-as-a-Service (SaaS),general,A software delivery model where the ISV hosts the application and buyers access it over the internet. The most common listing type on all cloud marketplaces; typically requires API integration for subscription lifecycle management.,Related: Transactable Offer; Listing,https://docs.aws.amazon.com/marketplace/latest/userguide/saas-products.html,2026-05-14
SaaS Fulfillment API — Azure,azure,Microsoft's API that ISVs must implement to handle subscription lifecycle events for Azure Marketplace SaaS offers — including activation; plan changes; quantity updates; suspension; and unsubscription.,Related: Microsoft Marketplace — Azure; Partner Center — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/pc-saas-fulfillment-apis,2026-05-26
Standard Contract (SCMP) — AWS,aws,AWS's pre-drafted standard EULA for marketplace transactions. Using SCMP reduces buyers' legal review time. Sellers can attach addendums (Enhanced Security; BAA; Federal) for specific requirements.,Related: End User License Agreement (EULA); Agreement — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/standardized-license-terms.html,2026-05-14
Seller / Publisher,general,The entity listing and selling software on a cloud marketplace. Called 'seller' on AWS; 'publisher' on Azure and GCP. Can be an ISV selling direct or a channel partner reselling via CPPO/CSP.,Related: Seller of Record; Channel Partner (CP),https://docs.aws.amazon.com/marketplace/latest/userguide/what-is-marketplace.html,2026-05-14
Seller of Record,general; channel,The legal entity responsible for a marketplace transaction — who invoices and collects from the buyer. In CPPOs and CSP/MPO transactions; the channel partner is the seller of record; not the ISV.,Related: Channel Partner (CP); Marketplace Fee / Transaction Fee,https://docs.aws.amazon.com/marketplace/latest/userguide/channel-partner-offers.html,2026-08-03
Service Account — GCP,gcp,A GCP identity (non-human account) used to authenticate API calls between Suger and GCP Marketplace services — including the Procurement API; Pub/Sub; and billing integration.,Related: Workload Identity Federation — GCP; Procurement API — GCP; Producer Portal — GCP,https://docs.cloud.google.com/iam/docs/service-account-overview,2026-08-03
